model_name,accuracy,f1_score,precision,recall,params_count,model_size_kb,int8_size_kb,inference_time_ms,estimated_rp2040_time_ms,ram_usage_kb,training_time_s
MicroPizzaNet (ReLU),8.333333333333332,0.012820512820512822,0.006944444444444444,0.08333333333333333,582,2.53515625,0.6337890625,0.1267099380493164,4.434847831726075,102.0947265625,4.797251224517822
MicroPizzaNet (Hard-Swish),0.0,0.0,0.0,0.0,582,2.53515625,0.6337890625,0.17496347427368164,6.123721599578857,102.0947265625,4.783572673797607
